Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
46250,60,49,-970,-18,46,-1000,126,57,-970,0
1993484,10,990,386,863,203,343,145,961,320,1
1027703,-1515,480,584,-654,972,-464,252,1104,669,1
336187,-252,-196,-1049,-18,74,-969,0,9,-980,0
350453,-50,411,-861,0,92,-1000,-9,9,-980,0
1787437,-20,1019,257,863,250,252,67,971,291,1
1043484,-181,980,346,-127,953,222,-9,1019,-9,1
974187,-292,911,366,-209,888,181,-58,1009,29,1
171234,80,29,-980,-27,37,-979,126,57,-990,0
856062,-717,1705,-415,-1109,342,535,116,904,145,1
308109,-60,343,-1039,-154,83,-1090,436,-85,-932,0
77187,40,58,-980,-18,27,-979,116,38,-970,0
2255140,-232,872,534,790,287,494,155,914,456,0
818625,-212,1009,346,-163,990,292,-48,1066,233,1
1271218,-313,852,564,781,314,474,184,857,524,1
1459640,-161,1009,287,127,972,131,-38,971,-29,1
2172906,-181,1000,366,290,953,222,-29,876,0,1
1984875,20,980,425,854,175,393,135,980,291,1
1591562,-424,970,495,-172,1009,464,58,1000,135,1
1916828,60,1137,257,1154,842,151,-300,771,-223,1
94703,60,29,-970,-27,27,-969,116,47,-970,0
1262265,-292,862,534,781,342,454,165,914,446,1
1185140,-505,901,346,-436,907,424,145,923,97,1
439031,-171,872,811,0,861,262,-135,-1000,106,0
1037625,-262,921,346,36,898,292,29,1019,223,1
2247062,-171,921,455,809,287,343,116,895,485,1
118890,50,39,-970,-27,27,-979,126,47,-970,0
445859,-111,990,346,-18,972,292,1679,-1419,699,0
107843,50,39,-960,-18,27,-979,116,38,-980,0
1062093,-141,980,336,-209,953,242,-58,1038,-19,0
2046609,171,215,-9,-663,935,191,174,1019,87,1
1942625,10,980,316,872,240,242,165,990,126,1
895140,-191,1107,198,163,1055,20,-203,942,0,1
1453421,-141,1019,257,81,990,90,-38,1009,-38,1
