,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
36027,562937,-393,941,108,218,944,111,106,1009,-67,0
81602,1275046,-414,803,-9,-18,907,161,87,961,-252,1
191548,2992953,80,29,-980,0,0,0,0,0,0,0
18112,283015,-90,29,-1039,-72,55,-989,-19,-19,-1048,0
16880,263765,-151,9,-960,-145,74,-949,-126,-9,-961,0
145522,2273796,-131,921,455,881,324,30,233,961,223,1
184513,2883031,-525,833,346,0,0,0,0,0,0,1
4115,64312,30,19,-960,-109,18,-979,-97,66,-1000,0
193084,3016953,-686,235,-732,0,0,0,0,0,0,0
96928,1514515,-525,1617,79,909,1361,-90,-67,1133,-417,1
122289,1910781,-525,852,267,854,370,-121,213,990,87,1
113778,1777796,-505,862,267,872,342,-60,203,990,126,1
168980,2640328,-474,1490,227,0,0,0,0,0,0,1
145882,2279421,-666,696,326,781,500,30,174,1000,9,1
62049,969531,-505,862,207,809,444,-161,233,971,106,1
138033,2156781,-707,735,99,736,601,-111,213,1000,38,1
63994,999921,-525,872,198,818,425,-171,233,971,126,1
72092,1126453,-606,833,168,790,462,-161,223,980,126,1
6848,107015,-151,19,-950,-145,83,-959,-116,19,-941,0
179291,2801437,-474,970,277,0,0,0,0,0,0,1
256,4015,-20,-58,-980,-109,9,-979,-97,-47,-1000,0
13458,210296,-151,19,-950,-136,74,-959,-116,9,-961,0
156576,2446515,-232,901,366,436,55,787,87,971,330,1
49834,778671,-353,970,168,145,944,232,97,1019,-97,1
169874,2654296,-424,1205,316,0,0,0,0,0,0,1
110271,1723000,-363,1274,89,336,962,262,-378,885,-436,1
55606,868859,-464,921,9,63,981,171,116,1009,-116,1
80941,1264718,-474,921,178,118,916,353,-135,990,-194,1
90165,1408843,-585,823,277,818,444,0,135,1009,0,0
168181,2627843,-484,1656,128,0,0,0,0,0,0,1
150949,2358593,-757,676,267,763,555,-30,67,1000,-29,1
93343,1458500,-363,911,316,854,379,0,135,1009,-19,0
73845,1153843,-585,823,148,790,472,-181,213,980,126,1
16030,250484,-151,19,-960,-136,74,-979,-116,0,-980,0
105960,1655640,-404,1254,9,472,1018,363,-48,1047,-262,1
51301,801593,-343,823,306,345,851,272,126,914,-145,1
86982,1359109,-575,823,247,827,453,30,155,990,0,1
71886,1123234,-515,872,198,809,416,-181,242,990,116,1
27122,423796,575,862,207,327,-601,696,-106,0,-961,0
132588,2071703,-727,705,178,754,574,50,106,1009,-87,1
175618,2744046,-424,1166,287,0,0,0,0,0,0,1
142746,2230421,-585,823,287,827,453,80,106,1000,174,1
137021,2140968,-676,627,99,654,564,-70,242,980,29,1
49813,778343,-353,960,178,145,953,242,58,1019,-106,1
191240,2988140,80,49,-960,0,0,0,0,0,0,0
144231,2253625,20,892,554,845,407,161,38,1038,-48,1
47443,741312,-515,950,178,145,888,353,0,1038,-87,1
177621,2775343,1131,245,455,0,0,0,0,0,0,1
23399,365625,-181,19,-920,-154,64,-959,-116,19,-961,0
85664,1338515,-343,921,336,854,379,40,174,1000,0,1
134452,2100828,-797,617,198,736,601,10,126,1009,9,1
169578,2649671,-272,2352,514,0,0,0,0,0,0,1
63391,990500,-525,882,198,809,444,-171,223,980,116,1
60848,950765,-333,960,188,218,935,232,-77,971,-203,1
4852,75828,-151,29,-940,-136,83,-959,-97,9,-980,0
38945,608531,-2020,1068,0,972,1305,-575,184,1028,38,1
143364,2240078,-575,823,297,836,444,80,48,1000,165,1
91828,1434828,-393,911,297,863,407,-20,135,1000,0,0
50598,790609,-1757,960,-544,218,981,333,-58,1057,-77,1
91827,1434812,-383,901,306,863,388,0,116,1009,0,0
170435,2663062,-393,921,356,0,0,0,0,0,0,1
118886,1857609,-535,843,257,854,370,-111,213,990,97,1
39561,618156,-303,1078,-29,200,925,191,213,942,-184,1
14062,219734,-181,29,-940,-136,92,-969,-126,9,-1000,0
122853,1919593,-414,1284,59,581,1101,-101,-126,1057,-203,1
