,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
40040,625640,-171,990,247,63,981,50,-9,1019,19,0
47693,745218,-40,833,-138,-590,824,191,-485,866,19,1
47148,736703,-787,1166,475,-281,824,505,-106,1219,-126,1
24982,390359,-111,1019,198,818,425,50,-912,323,38,0
20397,318718,0,88,-990,45,64,-979,184,104,-941,0
36747,574187,-181,990,287,54,972,80,-48,1009,19,0
43218,675296,-191,1000,247,0,981,50,-77,1019,-19,1
55456,866515,-707,1647,386,-718,592,-222,38,771,106,1
49936,780265,434,705,831,-945,1731,333,-48,1800,-155,1
59622,931609,-4939,1568,-920,81,1129,-515,29,885,-339,2
62636,978703,-2141,1156,-217,-481,564,70,-77,1019,58,1
20387,318562,0,88,-980,45,64,-989,174,123,-980,0
44412,693953,-171,1000,247,36,990,70,-67,1009,-19,1
33134,517734,-141,1009,267,54,972,60,-48,1009,0,0
58911,920500,-303,1000,306,-227,1009,262,-262,1038,9,1
54562,852546,-606,1009,603,-563,1037,-141,116,933,-38,2
66114,1033046,-303,960,178,-318,962,70,-29,990,-97,1
68365,1068218,-686,735,188,736,490,323,-77,1019,97,1
43947,686687,-171,990,267,36,981,101,-9,1009,-19,1
48123,751937,-191,1509,316,463,1175,10,271,1352,233,1
37020,578453,-181,990,277,27,1000,70,-58,1038,0,0
27148,424203,-151,1029,277,90,1000,121,-145,1038,58,0
42663,666625,-181,990,257,18,1000,80,-77,1028,-9,0
49122,767546,-1424,2176,455,445,629,-474,262,923,19,1
47657,744656,-40,1166,158,-300,740,-10,145,771,145,1
44311,692375,-181,1009,247,0,1000,60,-106,1019,-19,1
71491,1117062,-80,39,-980,772,481,292,97,28,-970,0
10891,170187,-20,78,-950,45,64,-1010,174,123,-970,0
1363,21312,101,-98,-920,45,37,-979,310,142,-932,0
71237,1113093,40,19,-960,772,472,303,97,47,-970,0
51482,804421,60,1029,29,-990,175,-121,-155,390,9,1
45852,716453,-70,1058,257,345,925,40,174,838,135,1
22851,357062,343,-274,-910,45,37,-949,203,95,-961,0
72049,1125781,-40,78,1029,754,490,303,97,38,-970,0
22753,355531,-10,78,-970,36,64,-959,194,114,-980,0
6993,109281,0,68,-970,54,55,-979,203,95,-951,0
19194,299921,-10,78,-960,54,64,-979,194,114,-961,0
9002,140671,0,78,-980,54,74,-989,184,104,-970,0
3957,61843,111,98,-801,127,74,-828,-592,9,-543,0
47479,741875,-30,284,306,-772,592,404,87,571,-48,1
2818,44046,121,245,-980,45,46,-979,320,152,-902,0
53121,830031,-121,1039,257,18,981,101,-116,961,-29,1
67403,1053187,-40,1127,168,727,1462,-70,-436,1285,-67,1
30762,480671,-181,950,247,81,935,70,-145,1009,-9,0
10731,167687,-20,68,-970,45,55,-1000,165,114,-922,0
13580,212203,-10,68,-950,36,64,-959,174,114,-951,0
26497,414031,40,1009,356,381,1000,-10,29,1057,-48,0
61435,959937,-70,372,475,-672,1277,212,223,1390,-48,1
56698,885921,-4939,1176,-148,-290,657,535,-87,952,-145,2
35335,552125,-131,1019,237,72,990,50,-29,1019,29,0
12856,200890,0,58,-980,45,55,-979,184,114,-951,0
1988,31078,60,147,1029,45,37,-979,310,152,-912,0
66615,1040875,-80,1019,217,90,972,40,-203,1000,-126,1
30505,476656,-80,1019,198,100,990,-10,-9,1028,0,0
50074,782421,-1070,2049,475,1427,1462,20,58,1304,-203,1
37024,578515,-181,1009,247,27,990,80,-58,1009,9,0
4958,77484,-20,68,-960,54,64,-979,184,104,-951,0
32570,508921,-161,990,267,81,972,90,-38,1019,9,0
14221,222218,0,78,-960,72,64,-979,184,104,-951,0
64280,1004390,-646,735,356,690,537,393,213,933,310,1
33438,522484,-161,1009,247,45,990,50,-87,1000,0,0
51071,798000,-272,1000,277,0,925,-131,-116,657,-9,1
56378,880921,-171,1068,217,18,1009,40,-106,1114,58,1
30264,472890,-60,1019,188,136,972,0,0,1028,-9,0
52733,823968,-191,1000,267,-136,990,151,-223,990,-9,1
34353,536781,-181,1019,227,27,990,50,-67,1019,-9,0
69956,1093078,60,29,-970,781,416,434,106,47,-970,0
66054,1032109,-121,1000,247,18,1009,70,-77,1009,-58,1
67882,1060671,-696,754,207,754,481,343,-77,1009,106,1
60308,942328,-474,774,633,-590,731,-414,116,952,-29,2
14509,226718,-10,68,-950,27,74,-959,174,123,-970,0
30975,484000,-181,1029,207,172,944,20,0,990,0,0
57757,902468,292,1049,-29,-327,370,-373,67,666,97,1
13948,217953,-10,68,-970,63,55,-969,174,104,-951,0
54494,851484,-222,1127,316,290,1083,50,-213,1152,-77,2
35833,559906,-171,1000,227,27,1000,60,-58,1000,19,0
13794,215546,0,58,-960,36,64,-959,174,104,-961,0
58558,914984,-40,2401,673,754,1601,-454,97,1133,-330,1
29909,467343,-181,990,267,63,990,80,-29,1038,29,0
6774,105859,0,68,-960,45,55,-989,184,104,-951,0
16164,252578,-20,78,-940,0,111,-949,165,85,-951,0
37344,583515,-202,980,257,27,990,60,-67,1009,-9,0
20599,321875,0,68,-960,36,64,-979,184,114,-970,0
11760,183765,10,88,-950,45,46,-979,184,114,-941,0
60012,937703,686,617,69,2145,1638,-252,-485,1838,-233,1
3909,61093,242,127,-841,218,83,-909,-601,-228,-592,0
25284,395078,-212,990,227,54,981,90,-427,695,-174,0
1468,22953,101,-88,-940,54,27,-989,320,161,-922,0
47138,736546,-888,1362,386,18,611,80,126,876,165,1
64172,1002703,-646,745,336,700,537,393,194,961,330,1
16204,253203,-30,39,-970,36,27,-949,174,95,-980,0
40203,628187,-191,990,267,18,990,80,-58,1009,9,0
42015,656500,-171,1000,257,36,981,80,-58,1028,-38,0
29216,456515,-191,990,277,54,1009,191,-106,1028,97,0
29964,468203,-70,1000,198,136,944,20,9,1019,-9,0
39309,614218,-191,1009,257,54,981,70,0,1019,29,0
57684,901328,-222,1196,316,281,990,-242,-359,714,155,1
5238,81859,0,78,-970,45,55,-1000,155,114,-961,0
55283,863812,-303,1009,277,27,990,252,-116,952,-38,1
63081,985656,-636,735,346,709,518,393,242,942,291,1
71738,1120921,-20,-9,1019,772,472,272,106,47,-970,0
7216,112765,0,78,-990,36,64,-969,174,123,-951,0
60157,939968,-171,1225,366,290,1101,80,67,1152,67,1
57311,895500,-393,519,69,-2190,379,363,-330,1104,-262,1
33762,527546,-121,1019,198,72,990,30,-9,1028,-9,0
39783,621625,-161,1000,237,72,990,60,9,1009,38,0
47386,740421,-1020,1598,-465,-990,1333,252,-320,1352,-58,1
15909,248593,-10,88,-950,54,64,-959,174,104,-941,0
57564,899453,-313,950,277,-136,1027,292,-165,923,58,1
53209,831406,-252,960,217,-209,972,80,-252,990,-77,1
59671,932375,171,1196,0,690,953,20,-48,952,174,2
4575,71500,10,78,-950,54,46,-969,174,104,-961,0
63933,998968,-636,735,326,690,527,404,213,961,300,1
20653,322718,-10,98,-970,45,64,-969,174,123,-951,0
38463,601000,-212,990,257,18,1000,80,-97,1019,0,0
23365,365093,-40,500,-633,36,83,-989,174,114,-961,0
24342,380359,60,1117,198,781,425,-111,174,114,-961,0
25387,396687,-101,1019,227,145,981,60,320,990,-184,0
43173,674593,-161,1009,267,72,962,60,0,1009,19,1
49826,778546,-595,166,445,-963,916,181,116,666,0,1
15511,242375,-10,78,-960,45,55,-959,174,114,-951,0
20455,319625,20,78,-950,45,46,-979,174,114,-961,0
8859,138437,-10,78,-950,54,55,-989,184,114,-951,0
18396,287453,0,68,-980,45,64,-989,194,104,-961,0
9996,156203,-10,68,-960,45,55,-979,174,114,-961,0
4831,75500,-10,58,-960,63,46,-1000,174,114,-970,0
67586,1056046,-292,941,277,590,703,303,-165,1095,-165,1
19597,306218,0,78,-960,45,64,-969,184,114,-970,0
20226,316046,-10,88,-950,36,83,-969,184,104,-961,0
53223,831625,-191,1088,148,-72,1027,20,-97,1047,-67,1
60540,945953,-151,1705,69,-663,1407,222,-135,1476,-291,2
18833,294281,-10,78,-950,45,55,-1010,184,114,-951,0
69513,1086156,40,19,-980,100,1018,101,-339,1028,621,0
14223,222250,0,68,-980,54,55,-989,165,114,-951,0
56512,883015,2060,411,346,-554,861,717,223,942,-58,1
34614,540859,-171,990,257,27,990,70,-48,1028,29,0
17239,269375,-20,78,-970,45,74,-989,184,95,-961,0
62297,973406,-434,941,336,-100,953,121,-106,885,0,1
57227,894187,1282,500,534,218,953,252,155,1057,48,2
62589,977968,-30,1039,346,227,981,90,-126,885,-29,1
1774,27734,-40,0,-970,45,46,-989,310,161,-932,0
19593,306156,0,68,-960,45,55,-969,174,114,-980,0
62000,968765,-141,1009,287,109,981,20,-9,933,-29,1
58939,920937,696,617,-306,-218,462,0,320,733,87,1
46630,728609,141,960,435,772,833,-70,-77,714,67,1
33246,519484,-161,1009,257,54,1000,90,-48,1000,19,0
23175,362125,-666,-205,485,45,74,-989,194,104,-961,0
31598,493734,-363,901,237,-718,972,222,-291,847,-38,0
18309,286093,-10,58,-970,45,64,-979,194,95,-970,0
52467,819812,-232,1029,247,0,962,101,48,914,145,1
57900,904703,-343,578,1227,-436,935,424,-67,1028,116,1
13183,206000,-10,78,-960,18,74,-959,184,104,-941,0
5620,87828,-10,58,-970,45,74,-989,174,114,-980,0
7124,111328,0,68,-970,45,64,-969,184,104,-951,0
11490,179546,0,78,-950,45,64,-1000,174,104,-951,0
42623,666000,-171,1000,237,18,990,70,-67,1009,9,0
55626,869171,-10,1882,524,581,1351,-121,-19,933,135,1
50915,795562,393,2882,940,-1136,1703,616,-106,1276,-9,1
5803,90687,0,78,-940,54,55,-979,165,104,-961,0
25494,398359,-111,1019,247,163,981,70,58,942,233,0
34824,544140,-181,1000,257,36,981,60,-58,1038,77,0
70999,1109375,30,19,-960,763,490,262,97,28,-980,0
34568,540140,-191,1019,247,36,1000,60,-67,1009,0,0
27496,429640,-141,1000,237,90,981,70,-48,1000,-38,0
67677,1057468,-454,1029,267,881,462,181,58,1038,116,1
45135,705250,80,1588,-39,-918,296,-10,0,542,67,1
40764,636953,-181,1000,257,9,1000,70,-67,1047,0,0
3573,55843,-20,117,-960,154,120,-989,-660,180,-669,0
40587,634187,-191,1009,237,27,990,60,-29,1000,29,0
29157,455593,-171,1009,267,63,981,80,-106,1047,19,0
9710,151734,10,78,-950,45,55,-969,184,114,-951,0
8948,139828,-10,68,-950,36,55,-959,184,95,-970,0
40402,631296,-191,1000,257,36,990,70,-29,1000,9,0
6055,94625,10,68,-960,45,64,-1000,165,104,-941,0
44910,701734,-3252,1598,-89,3936,1166,474,-116,1609,-58,1
55092,860828,10,1019,188,-300,1157,131,-223,1114,-19,1
11678,182484,-10,58,-980,45,55,-979,174,104,-970,0
39416,615890,-191,980,287,45,990,121,-48,1009,48,0
41768,652640,-181,990,257,63,981,80,-67,980,-9,0
40477,632468,-181,1000,247,18,990,60,-67,1028,-9,0
10389,162343,10,78,-980,36,64,-969,174,114,-970,0
6586,102921,0,58,-980,36,55,-969,184,114,-970,0
45624,712890,0,931,485,700,796,-121,-203,685,-67,1
56199,878125,-646,588,881,-690,1000,262,-77,1209,-203,1
21844,341328,10,58,-960,54,64,-969,194,104,-961,0
13662,213484,0,58,-980,63,64,-1010,184,123,-970,0
55951,874250,-1070,2127,-118,18,759,616,349,971,-38,1
15605,243843,0,78,-950,54,64,-989,165,114,-970,0
15379,240312,0,68,-980,45,55,-979,165,123,-970,0
44122,689421,-191,1000,257,27,972,80,-58,1028,0,1
21143,330375,0,88,-950,45,64,-979,184,114,-970,0
4654,72734,-10,68,-970,36,64,-979,155,114,-941,0
62662,979109,-151,1058,207,45,1000,60,-97,980,48,1
26924,420703,202,1735,207,245,1055,222,-58,780,-223,0
9505,148531,0,68,-990,54,55,-1000,184,114,-980,0
71276,1113703,30,29,-970,763,481,282,106,38,-970,0
46522,726921,70,1833,752,1318,1379,252,-281,1209,97,1
56233,878656,212,872,-336,-209,750,777,203,1047,-67,2
17873,279281,0,88,-970,36,64,-969,184,114,-961,0
37813,590843,-171,1000,257,27,990,70,-29,1028,29,0
41190,643609,-181,1000,277,54,990,80,-38,1019,19,0
33017,515906,-171,1009,267,54,990,70,-58,1019,0,0
33528,523890,-171,1000,217,9,1000,40,-48,1028,-9,0
1032,16140,50,39,-990,45,37,-979,310,161,-941,0
51801,809406,30,1058,59,-18,944,-191,-67,628,0,1
18911,295500,-20,88,-970,54,64,-989,184,104,-961,0
62713,979906,-111,1039,257,18,981,111,-213,1038,87,1
32870,513609,-161,1009,237,45,981,60,-67,1019,0,0
52964,827578,-101,1039,168,-54,1009,0,-29,1000,-19,1
68429,1069218,-696,754,178,736,490,333,-77,1019,106,1
17038,266234,20,58,-960,54,55,-969,174,104,-970,0
20673,323031,-10,78,-960,45,74,-959,174,104,-951,0
18380,287203,10,78,-950,45,64,-969,184,123,-970,0
66144,1033515,-111,1029,297,145,972,90,-233,961,-19,1
19409,303281,0,78,-960,36,74,-979,184,104,-970,0
6200,96890,-10,78,-990,36,64,-979,184,104,-951,0
3927,61375,242,58,-910,300,83,-888,-601,28,-815,0
52118,814359,-292,1284,425,454,1064,30,135,857,262,1
15797,246843,0,68,-940,63,55,-989,194,104,-970,0
15674,244921,-10,78,-960,54,55,-989,165,114,-941,0
69140,1080328,50,39,-980,27,990,111,-116,1028,-48,0
69830,1091109,30,49,-970,772,379,444,116,38,-980,0
4469,69843,20,88,-960,45,92,-1000,174,123,-980,0
66902,1045359,535,294,39,-272,1083,-40,106,1323,29,1
42418,662796,-202,990,257,0,990,50,-97,1028,-19,0
22649,353906,-20,88,-960,36,64,-969,194,104,-961,0
15564,243203,-10,68,-960,54,55,-969,174,123,-961,0
66033,1031781,-141,1019,227,9,1000,80,29,1028,-77,1
6782,105984,-10,68,-980,45,64,-969,165,123,-961,0
12392,193640,0,88,-950,63,55,-1000,194,123,-970,0
53670,838609,-131,1009,207,-54,990,40,-106,1028,-38,1
70845,1106968,50,19,-970,772,490,272,106,38,-951,0
47377,740281,-3707,2098,0,3100,2333,-1070,-29,1495,135,1
29290,457671,-161,1009,267,81,1018,151,-184,1009,106,0
71097,1110906,40,39,-970,763,490,282,97,57,-980,0
17484,273203,-20,88,-970,45,46,-989,174,114,-951,0
6750,105484,-10,68,-970,45,55,-959,184,114,-951,0
41291,645187,-181,990,247,36,990,80,-58,1009,0,0
32035,500562,-101,1009,217,81,1000,40,-48,1019,19,0
24754,386796,282,990,99,881,259,80,184,114,-970,0
11153,174281,0,78,-980,54,55,-1000,184,114,-961,0
51037,797468,-50,215,475,-836,870,222,77,771,-19,1
34007,531375,-151,1009,227,45,990,40,-58,1019,-19,0
49195,768687,-474,1049,267,-354,1268,414,-213,1114,-165,1
17829,278593,10,68,-960,45,64,-979,174,104,-951,0
5280,82515,-10,68,-980,45,55,-959,184,123,-970,0
65829,1028593,484,78,524,-590,1018,-70,19,1171,-9,1
50432,788015,1171,1862,495,-181,1814,151,29,1142,0,1
71490,1117046,-60,49,-980,754,481,303,116,28,-1000,0
67456,1054015,868,1117,-346,636,1472,-161,-271,961,-271,1
21719,339375,-10,88,-960,45,64,-979,174,114,-941,0
13133,205218,10,68,-990,27,64,-949,184,114,-970,0
12162,190046,0,58,-970,45,64,-1000,174,114,-961,0
44583,696625,-191,990,287,18,962,111,-58,1000,-29,1
50535,789625,-20,1078,415,872,916,-70,-77,676,77,1
11787,184187,-20,88,-970,36,55,-969,184,123,-961,0
27074,423046,-161,1019,267,63,1009,111,-155,1038,58,0
68795,1074937,191,1000,366,863,379,10,0,1019,87,0
10969,171406,-10,68,-950,54,64,-959,174,104,-951,0
64879,1013750,-646,745,336,690,527,393,223,961,300,1
6091,95187,0,78,-980,54,55,-979,174,104,-961,0
19292,301453,0,88,-950,54,64,-979,184,114,-961,0
14402,225046,-10,68,-960,45,55,-989,194,95,-951,0
14962,233796,0,78,-960,45,55,-989,184,104,-951,0
19962,311921,10,68,-990,36,55,-979,184,114,-961,0
14957,233718,-10,68,-970,54,55,-989,174,114,-961,0
43175,674625,-161,990,257,54,981,70,-9,1019,9,1
33638,525609,-131,1000,247,81,990,50,-38,1019,9,0
48729,761406,585,2901,1237,1972,1500,-676,-87,1238,-203,1
5094,79609,-10,68,-970,54,55,-969,165,104,-951,0
36736,574015,-191,990,267,27,990,90,-58,1019,19,0
8891,138937,0,68,-970,45,55,-949,184,114,-970,0
30521,476906,-90,1009,207,118,972,20,0,1019,-19,0
11895,185875,0,78,-960,36,64,-969,184,104,-951,0
14995,234312,10,68,-1009,45,64,-989,165,114,-970,0
5207,81375,10,68,-950,45,64,-989,184,114,-970,0
2451,38312,50,39,-960,45,46,-969,310,161,-932,0
20830,325484,20,78,-950,36,64,-949,194,114,-970,0
33836,528703,-171,1000,247,45,981,101,-77,1019,9,0
50071,782375,-222,1235,59,-336,620,-303,223,952,126,1
58008,906390,-30,1264,267,681,916,121,-87,961,19,2
39716,620578,-171,1000,257,63,981,60,-29,1019,38,0
59615,931500,-262,794,-514,-1127,1324,121,-203,1171,-126,2
23683,370062,10,1000,99,36,74,-969,184,114,-941,0
69808,1090765,30,19,-970,745,500,292,116,28,-980,0
45865,716656,444,2176,514,-300,1388,1191,-262,1600,-19,1
24088,376390,80,1029,198,190,-666,-858,174,57,-864,0
51046,797609,30,1068,49,-990,481,-878,48,514,135,1
40192,628015,-191,990,267,27,990,90,-48,1009,9,0
63128,986390,-636,725,356,700,518,383,203,942,310,1
55476,866828,-303,970,257,-109,1046,191,-106,904,0,1
63055,985250,-626,794,386,718,518,454,233,971,252,1
35241,550656,-161,1009,257,36,990,70,-38,1019,19,0
198,3109,50,49,-970,0,0,0,0,0,0,0
5051,78937,-10,58,-980,63,55,-979,165,114,-961,0
59508,929828,-2050,1705,237,709,694,-363,135,771,-135,2
40390,631109,-181,990,247,36,981,70,-38,1028,19,0
4002,62546,262,29,-811,281,55,-777,-475,-9,-621,0
9438,147484,-10,78,-960,54,64,-959,194,104,-941,0
6603,103187,10,58,-960,72,46,-1000,174,123,-961,0
5212,81453,10,78,-970,36,55,-959,184,114,-970,0
36423,569125,-191,990,247,18,981,70,-58,1019,29,0
35493,554593,-10,549,-178,-90,777,60,223,923,58,0
44666,697921,-181,980,277,27,981,101,-58,1038,0,1
49652,775828,-60,294,405,-827,916,191,38,761,-97,1
47680,745015,191,1529,1000,463,1805,272,-388,1428,281,1
66380,1037203,-80,1019,207,90,981,30,-203,990,-116,1
54618,853421,-111,1009,188,0,990,60,-29,1047,-9,2
4935,77125,0,58,-990,45,46,-979,174,114,-951,0
65408,1022015,-292,843,89,36,1333,-90,67,1209,-77,1
47659,744687,-292,1421,306,-272,712,-181,126,771,262,1
28085,438843,-141,1009,257,72,990,50,-19,1009,-58,0
44638,697484,-181,1000,257,27,990,90,-67,1019,-9,1
71482,1116921,-70,29,-970,763,472,292,97,47,-970,0
44997,703093,-121,1480,376,681,1185,10,165,1390,233,1
71752,1121140,1242,58,-277,772,481,282,97,38,-951,0
30257,472781,-101,1009,198,118,981,20,0,1009,-9,0
48827,762937,-343,1000,306,-54,1166,383,-145,1047,-9,1
30288,473265,-60,1019,188,145,990,0,19,1038,9,0
23144,361640,-535,137,900,45,64,-1000,174,114,-970,0
