,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
60946,952296,141,1009,9,0,0,0,-514,1009,-38,1
15201,237531,434,58,-871,254,18,-949,-116,9,-970,0
9089,142031,454,68,-851,254,18,-959,97,-95,-980,0
58606,915734,40,1029,99,0,0,0,-116,904,-155,1
205,3218,232,186,-910,54,55,-979,407,-266,-854,0
10511,164250,444,58,-871,254,37,-959,116,-104,-951,0
34070,532359,121,1019,237,9,972,202,155,1028,-67,0
65399,1021875,262,39,-920,0,0,0,-650,523,-592,0
11162,174421,454,39,-861,254,9,-939,106,-104,-970,0
53505,836031,60,1009,207,0,0,0,77,971,-223,1
27942,436609,70,1019,158,0,981,111,67,1000,-29,0
34541,539718,111,1019,207,27,981,161,233,980,-67,0
45056,704015,-50,1049,158,0,0,0,67,990,-184,1
27046,422609,60,1029,158,54,1027,60,-126,19,-990,0
11152,174265,434,58,-871,254,18,-959,97,-114,-961,0
29518,461234,141,1009,198,9,981,161,194,1047,-19,0
2003,31312,434,-29,-1029,81,18,-989,407,-257,-854,0
69403,1084437,212,68,-930,0,0,0,145,152,-1000,0
27775,434000,101,1019,138,0,990,70,48,990,-48,0
61353,958656,-454,1921,277,0,0,0,-378,1285,-194,1
56361,880656,50,960,-188,0,0,0,67,1314,-242,1
4714,73671,434,49,-861,236,18,-949,184,-114,-941,0
69719,1089375,212,78,-930,0,0,0,300,85,-922,0
24620,384703,434,49,-851,236,27,-929,-106,19,-980,0
52512,820515,131,1029,128,0,0,0,116,980,-223,1
5538,86546,434,68,-871,245,37,-959,145,-104,-961,0
60931,952062,30,1274,168,0,0,0,97,1066,-67,1
15266,238546,424,68,-861,245,18,-919,-116,19,-980,0
8031,125500,444,58,-871,254,9,-929,126,-95,-970,0
8182,127859,444,68,-871,263,37,-949,116,-104,-951,0
8803,137562,434,58,-861,245,18,-939,106,-95,-961,0
12140,189703,454,68,-871,254,18,-939,-106,28,-1019,0
54878,857484,40,941,267,0,0,0,194,552,-320,1
68764,1074453,-141,431,-613,0,0,0,126,114,-961,0
34387,537312,141,1009,168,63,1000,161,-58,1076,-58,0
2616,40890,363,39,-930,154,-101,-969,-504,380,-407,0
10011,156437,444,58,-871,254,37,-959,97,-104,-961,0
61641,963156,191,1107,118,0,0,0,262,1238,-262,1
63853,997718,-787,715,742,0,0,0,19,9,-1000,0
52434,819296,151,1029,89,0,0,0,-9,990,-165,1
44385,693531,20,1000,198,0,0,0,116,1009,-213,1
