,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
41634,650546,-151,1049,29,18,1000,20,252,866,291,1
48200,753140,131,49,-970,200,101,-969,67,38,-970,0
24607,384500,101,490,49,-545,453,292,359,761,330,1
7465,116656,-232,1000,118,45,1000,10,38,1000,19,0
38983,609125,-10,960,108,36,990,70,291,800,213,1
3986,62296,0,-39,-930,-190,-9,-838,-1000,171,135,0
10177,159031,-191,1039,108,-72,1009,121,77,1028,165,0
14426,225421,-121,1029,79,9,1000,40,38,990,165,0
18157,283718,474,1901,356,1072,1324,-808,87,1180,-77,1
10163,158812,-131,1000,148,63,990,101,67,904,184,0
37367,583875,-191,1019,49,236,990,-292,-165,1019,106,1
26579,415312,-80,1009,79,-127,972,121,203,980,203,1
47895,748375,252,-39,-1089,300,9,-1232,-145,257,-1145,0
30554,477421,-323,1019,227,181,916,-363,252,952,77,1
14448,225765,-70,1029,69,-9,1000,40,87,971,165,0
25449,397656,-494,774,524,-263,861,333,436,914,19,1
49186,768546,131,39,-960,218,55,-939,67,66,-980,0
39342,614734,-838,1803,49,-381,1027,404,-349,819,184,1
4673,73031,-1101,960,-316,-45,9,-969,-339,28,961,0
46378,724671,444,333,415,490,-37,777,-864,352,436,0
27541,430343,-121,1029,79,-218,953,131,145,1000,126,1
25997,406218,-101,1284,366,254,1175,141,572,1247,-38,1
36841,575656,-232,1196,178,263,1074,10,145,1047,77,1
43195,674937,-202,1000,178,800,500,-171,504,742,466,1
1174,18359,-121,166,1009,-9,-27,-989,504,-380,-737,0
24052,375828,-171,1372,59,190,1203,-20,427,1295,281,1
8634,134921,-292,911,584,-345,648,383,38,638,155,0
5170,80796,70,49,-960,-45,27,-979,-330,28,970,0
17193,268656,-242,1009,108,136,1000,-50,9,1028,194,1
40464,632265,-303,1147,79,354,1009,-90,194,876,310,1
31967,499500,-292,852,-49,-663,925,444,330,647,339,1
17741,277218,60,294,-69,-618,861,393,572,1095,-194,1
17515,273687,-121,1058,79,-145,972,131,38,1038,116,1
25836,403703,-161,1009,118,-281,1000,40,213,809,271,1
38185,596656,-252,882,178,209,1240,-161,300,961,242,2
38315,598687,131,401,-207,-472,601,212,388,771,262,1
30051,469562,-40,333,19,-618,888,222,466,990,213,1
17102,267234,-151,862,-29,-190,990,111,38,990,29,1
35312,551765,80,607,366,-454,574,252,281,800,291,1
50410,787671,141,58,-970,218,55,-959,58,76,-990,0
3274,51171,-50,-127,-900,72,175,-949,-912,200,116,0
43487,679500,-222,1000,217,818,490,-131,485,752,485,1
48589,759218,121,49,-960,200,92,-939,58,57,-961,0
15030,234859,-171,1009,89,-54,981,40,97,971,126,0
28537,445906,-70,1039,69,-81,981,80,242,971,194,1
9823,153500,-222,1029,128,-154,953,141,29,1047,165,0
10901,170343,-222,1049,59,-145,981,121,0,980,135,0
21481,335656,-292,1323,158,472,1157,-70,640,1209,-29,1
24378,380921,-494,990,237,-681,712,272,252,971,320,1
44138,689671,-151,980,227,800,472,-141,456,819,398,1
36032,563015,-181,1009,148,-100,953,181,291,819,446,1
25417,397156,-70,1107,336,400,1074,60,-9,971,281,1
19995,312437,20,411,89,-581,675,262,553,980,19,1
9177,143406,80,1852,-168,972,1296,-737,-165,1047,58,0
16922,264421,-151,1029,69,-127,1009,131,19,1028,106,1
25531,398937,-222,1029,148,63,981,141,184,742,242,1
9341,145968,-1232,598,405,-127,509,343,242,876,87,0
32747,511687,-80,1441,-79,172,1101,-343,223,800,97,1
13416,209640,-242,1794,801,-527,1129,50,203,304,262,0
20299,317187,-303,1254,59,-163,1111,292,572,952,165,1
28728,448890,-50,1068,118,290,1000,0,262,933,194,1
41945,655406,-232,1019,89,-100,1000,80,223,971,233,1
7605,118843,-171,1029,138,109,981,10,9,1038,48,0
25041,391281,-929,725,1247,-1154,1314,464,718,809,-262,1
42673,666781,-757,764,504,-190,898,262,106,847,87,1
13401,209406,-40,1480,79,81,1268,90,0,523,271,0
31773,496468,-373,1039,247,54,953,30,242,1009,184,1
33989,531093,-515,627,188,-518,1074,141,553,1057,524,1
