,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
6027,94187,121,1029,69,-181,972,60,106,990,-184,0
24776,387140,676,1088,-29,-345,981,60,0,523,-29,1
48786,762296,-252,49,970,18,27,-979,-58,276,-941,0
10746,167921,-30,1009,59,45,759,-40,417,904,-184,0
32109,501718,232,1088,168,-436,1018,131,77,1161,-116,1
20779,324687,1383,872,19,290,1055,292,-417,1076,126,1
14602,228171,929,2137,-227,-36,898,70,77,980,-77,0
18199,284375,-80,1029,207,-163,916,292,145,961,-135,1
43234,675546,121,1019,108,-845,472,161,-203,1009,-48,1
32132,502078,70,794,158,18,888,40,-77,952,-38,1
11192,174890,70,1029,59,-9,990,131,58,1009,-48,0
11730,183296,121,1039,59,18,972,141,67,1019,-48,0
18367,287000,232,1019,425,-290,962,242,19,914,-48,1
4319,67500,141,313,-158,-281,-101,-343,242,-371,873,0
34559,540000,181,980,-9,-281,972,-121,-116,847,-38,2
22932,358328,373,1137,-19,-381,1296,292,213,1342,-19,1
37056,579015,-242,990,217,-818,416,323,-456,904,194,1
10205,159468,393,1019,207,281,1148,181,0,1095,-48,0
38031,594250,262,1000,227,-800,703,202,-67,1676,-145,1
11031,172375,40,1029,69,-27,981,131,165,1000,-77,0
37394,584296,-232,990,217,-872,416,323,-475,885,223,1
25604,400078,1828,970,178,63,1222,242,339,1276,48,1
30808,481390,171,1088,108,-181,990,262,-19,1028,0,1
31523,492562,20,970,386,45,916,151,0,961,-77,1
41645,650718,171,1000,257,-818,453,282,-194,1009,0,1
37899,592187,141,1049,128,-136,972,111,135,990,-77,1
35345,552281,151,1039,178,-154,935,252,9,933,-29,1
39466,616671,242,882,257,245,990,141,-19,1038,-87,1
8611,134562,121,1029,69,-145,990,60,9,1009,-67,0
49979,780937,90,9,-950,9,37,-979,-67,285,-941,0
4784,74765,-474,921,9,-872,416,-20,271,-352,893,0
21232,331765,202,960,108,-81,916,333,77,847,-145,1
1258,19671,353,-245,940,-36,18,-1000,621,-133,766,0
43408,678265,121,1029,138,-836,481,181,-213,1000,-48,1
24864,388515,141,1009,198,-9,972,212,19,1009,19,1
1918,29984,40,39,-970,-27,27,-979,621,-123,766,0
24717,386218,757,1176,-524,-290,1083,-60,9,819,-29,1
32483,507562,50,882,207,154,731,616,-116,1057,-116,1
21136,330265,303,1686,227,-1281,981,595,-135,828,77,1
35484,554453,20,1107,138,-118,944,161,77,961,-9,1
47760,746265,30,29,-960,9,37,-959,-29,285,-961,0
13515,211187,111,1029,59,0,981,151,38,1009,-58,0
3934,61484,282,-500,-950,-281,-787,-757,126,-209,1184,0
37089,579531,-242,980,217,-818,425,323,-456,876,223,1
20333,317718,121,1019,138,0,962,232,242,1000,-29,1
11551,180500,80,1029,79,-9,972,151,58,1000,-48,0
15195,237437,-434,49,-29,427,592,141,-48,885,-145,0
20711,323625,595,1049,-396,-27,1324,20,77,1161,-165,1
8330,130171,121,1019,79,-136,972,80,29,1009,-38,0
16568,258890,141,1029,89,36,990,151,38,1019,-38,1
33733,527093,121,1117,267,118,861,10,-38,1000,9,1
