,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
67118,1048734,626,588,603,736,509,323,291,800,553,1
62483,976312,626,588,574,745,490,343,262,800,563,0
67470,1054234,686,607,475,763,500,242,271,790,582,1
45036,703703,-121,921,455,645,583,353,213,819,563,1
76209,1190781,-353,911,89,63,990,-70,29,1019,38,1
7833,122406,191,882,524,800,425,272,407,95,-1155,0
90343,1411625,111,1058,158,172,1046,90,-524,885,-38,2
40783,637250,-101,1029,168,200,972,0,-58,1009,9,1
69791,1090500,666,617,534,763,500,262,262,790,582,1
83802,1309421,-1868,1784,-792,1554,1083,-373,67,1266,-38,2
93461,1460343,212,1000,9,781,509,-111,805,485,281,1
25095,392125,-121,1039,257,209,916,181,106,971,29,1
86500,1351578,10,833,316,-127,944,-121,-398,723,737,1
68932,1077078,656,598,534,754,500,292,291,800,563,1
65779,1027812,636,588,584,736,490,333,281,800,563,1
18549,289843,20,1000,366,781,490,171,165,904,427,0
82220,1284703,70,1009,217,181,981,141,-29,1028,-77,1
64623,1009750,626,598,574,754,500,323,281,809,533,1
57076,891828,636,598,554,754,481,313,242,809,572,1
71623,1119125,666,598,544,763,490,292,252,790,582,1
24369,380781,-161,990,326,54,1064,161,19,1133,-38,1
100347,1567937,60,29,-950,36,64,-969,339,-114,-932,0
31670,494859,161,941,207,172,962,111,-145,1019,-48,1
57183,893500,646,588,564,754,472,292,252,809,563,1
34815,544000,-121,882,138,327,907,-70,-378,933,77,2
6389,99843,202,882,524,800,425,282,-922,-47,-116,0
23202,362546,-151,1049,267,409,870,70,97,838,203,1
234,3671,70,39,-990,-18,27,-979,0,0,0,0
47143,736625,-272,941,79,-18,972,-151,-135,980,-126,1
59609,931406,636,578,584,754,500,323,281,800,533,0
25159,393125,-141,1000,277,218,953,121,106,971,48,1
27255,425875,-151,1039,9,227,972,70,203,866,349,1
5386,84171,191,901,534,790,435,282,300,1380,-1165,0
56552,883640,646,607,564,754,481,303,262,800,563,1
72933,1139593,666,607,514,763,500,282,281,780,582,1
4060,63453,60,813,514,581,453,-454,-359,-57,951,0
4998,78109,202,901,514,790,435,282,-805,542,-58,0
14186,221671,-60,960,415,772,527,202,174,914,446,0
56018,875296,646,588,564,754,481,303,262,800,563,1
100143,1564750,70,19,-960,54,27,-1000,368,-114,-912,0
48350,755484,60,1039,188,318,953,-20,-184,1047,-145,1
25428,397328,-222,1029,336,218,990,20,-262,971,320,1
82465,1288531,-303,1078,485,-136,1018,161,155,1104,-155,2
12953,202406,-50,950,425,772,537,181,174,895,436,0
55970,874546,656,588,574,745,500,303,252,809,572,1
39972,624578,-80,1029,148,209,944,10,-58,1028,-9,1
786,12296,80,39,-960,-9,18,-969,-174,-304,-922,0
63104,986015,626,588,574,736,509,333,271,809,533,0
44143,689750,-141,931,455,654,592,333,203,819,563,1
35638,556859,-161,1078,188,109,990,80,-116,1019,-126,2
13480,210640,-50,950,425,754,527,212,165,904,436,0
62414,975234,626,588,603,745,490,343,281,800,553,0
56046,875734,666,578,564,754,490,313,242,809,563,1
54217,847156,-30,872,574,663,527,434,203,838,524,1
31168,487015,-131,1019,138,190,962,-20,-58,1009,77,1
81806,1278234,20,2029,188,1318,1231,-191,-194,1209,-48,1
3422,53484,404,-9,-851,418,-194,-868,-699,-142,165,0
47436,741203,-191,1009,89,100,981,-50,-242,952,-203,1
79078,1235609,-121,1019,217,200,953,30,-19,1019,-29,1
37549,586718,-212,823,89,209,1064,60,29,1171,-213,2
7670,119859,191,872,514,809,407,282,-1067,247,-9,0
37451,585187,-161,1029,821,-636,1027,404,116,1066,-38,1
24672,385515,-50,980,514,18,694,10,155,961,58,1
36821,575343,-90,1088,346,72,805,40,67,952,87,2
11076,173078,-50,960,405,763,527,171,165,914,417,0
18198,284359,30,980,356,800,481,171,174,895,436,0
2633,41156,80,29,-960,-27,27,-979,-155,-314,-893,0
10525,164468,-40,960,366,772,537,151,184,923,378,0
7676,119953,191,892,524,790,435,262,-970,104,58,0
33690,526421,-181,1029,188,-45,1009,90,-116,1095,-97,2
16452,257078,40,980,386,790,527,191,174,904,475,0
88413,1381468,-393,735,782,-118,907,-30,-38,885,-58,2
31418,490921,0,1029,178,236,953,0,-87,1038,-48,1
80071,1251125,-161,921,623,390,796,393,-38,895,-48,1
39774,621484,-101,1039,158,209,962,-20,-58,1019,0,1
82434,1288046,90,1705,99,836,1259,-90,-466,1000,87,1
23911,373625,-60,1029,247,118,1018,171,58,990,-19,1
41752,652390,-101,1000,257,81,990,-50,-155,1038,-145,1
88309,1379843,-80,1058,207,527,962,-30,-87,1047,-126,2
4576,71515,212,901,485,772,435,222,-300,85,961,0
88654,1385234,-333,1225,267,-545,722,-70,0,1000,19,2
83276,1301203,-333,1039,316,127,990,101,-203,1038,87,1
93264,1457265,151,1009,-59,763,509,-212,563,809,252,1
45888,717015,-191,1088,257,0,870,-80,0,1000,19,1
51603,806312,-50,882,564,663,537,404,213,847,553,1
17898,279671,30,990,376,790,490,171,184,885,446,0
74022,1156609,-80,764,702,618,555,505,310,780,563,1
14805,231343,-40,970,415,763,527,181,184,914,446,0
16981,265343,30,1000,336,809,472,151,174,895,446,0
57444,897578,636,588,584,745,500,343,242,800,572,1
60527,945750,636,578,584,736,509,313,271,809,563,0
77395,1209312,-40,1019,267,272,916,40,29,1009,29,1
9927,155125,-70,1039,168,209,953,-20,0,1000,-126,0
86978,1359046,-838,1794,-178,9,916,-70,165,923,67,1
11276,176203,-50,970,376,790,527,161,155,933,417,0
71775,1121500,676,588,534,745,500,303,281,790,601,1
18192,284265,40,990,356,809,481,161,165,904,456,0
3500,54703,292,186,-1227,318,-148,-1202,-1291,304,184,0
11977,187156,-40,960,425,763,527,181,174,895,436,0
27227,425437,-202,1166,356,481,1000,90,436,1028,77,1
7464,116640,212,872,514,772,435,262,-1000,171,87,0
32109,501718,1484,1617,217,-1200,925,-60,-563,1009,563,2
57925,905093,636,588,554,763,462,353,281,790,563,0
2240,35015,60,39,-950,-18,27,-989,-184,-295,-912,0
66000,1031265,626,598,564,736,500,333,271,800,563,1
51129,798906,-30,882,564,690,527,404,223,838,543,1
5966,93234,191,892,524,790,425,272,-1116,123,349,0
47731,745812,-171,1029,99,127,972,-10,-349,847,-398,1
44648,697640,-121,921,465,672,592,353,223,819,553,1
45736,714640,-242,1009,217,236,944,101,-165,876,48,1
60725,948843,616,588,574,745,490,323,281,809,582,0
51878,810609,-40,872,564,672,537,434,213,828,533,1
96613,1509593,-30,68,-970,54,46,-979,58,57,-854,0
32894,513984,626,911,29,390,935,101,0,1028,-9,1
54798,856234,-50,872,554,681,527,424,213,838,524,1
33047,516375,-40,1029,128,218,953,-60,-67,1019,0,2
61523,961312,616,588,574,745,500,323,281,800,543,0
73925,1155093,-80,774,693,618,564,484,320,780,582,1
92543,1446000,1393,1666,-1732,1209,1574,-393,-233,1180,-330,1
85518,1336234,-393,1137,247,-763,712,-151,29,990,19,1
89769,1402656,-313,843,138,9,879,30,67,838,-126,2
75786,1184171,303,2441,-1069,400,1185,50,-116,942,-165,1
6329,98906,202,882,514,809,435,262,-941,95,87,0
56462,882234,626,588,554,745,481,292,262,800,563,1
67671,1057375,666,598,514,763,500,262,271,780,592,1
15209,237656,-50,960,425,772,527,202,194,904,446,0
90927,1420750,-212,1009,168,145,981,30,-77,1009,-145,2
17268,269828,30,990,356,800,490,121,174,904,446,0
11992,187390,-50,960,425,781,509,181,165,904,417,0
83742,1308484,-20,656,297,-590,833,171,38,1066,-106,2
96265,1504156,-121,362,-663,854,-18,535,-252,590,-766,0
25679,401250,424,2235,257,1327,1259,-171,155,1009,77,1
14783,231000,-60,960,425,781,509,181,184,895,446,0
8939,139687,222,921,386,609,731,101,-592,-95,-611,0
3822,59734,252,117,-930,663,-250,-727,-951,342,19,0
71355,1114937,676,588,534,754,490,303,271,780,592,1
44308,692328,-131,931,455,663,592,363,213,828,563,1
17973,280843,40,980,366,800,472,151,174,895,446,0
35257,550906,-151,784,217,-218,1018,232,-19,1095,0,2
4910,76734,202,872,524,781,425,292,-660,761,-320,0
62265,972906,616,598,594,736,500,333,281,800,563,0
35247,550750,-60,1264,267,790,814,60,-262,904,-145,2
79329,1239531,-686,1872,108,-445,574,-101,67,895,174,1
26537,414656,-2282,1862,-1089,1809,1055,-656,213,885,436,1
77085,1204468,131,1009,227,336,907,40,-48,1038,-19,1
30712,479890,-171,1009,69,118,972,-101,-388,828,38,1
53561,836906,-30,892,534,681,537,393,213,828,553,1
38886,607609,70,1019,237,227,972,151,-48,1066,-116,2
86647,1353875,-80,1019,217,209,953,0,-9,1038,-135,2
93345,1458531,232,1009,-29,781,500,-151,679,723,213,1
52583,821625,-10,862,564,672,546,414,223,847,543,1
22814,356484,181,1029,267,463,870,-20,126,1038,-9,1
27212,425203,-1030,1029,702,145,731,40,689,761,271,1
32589,509218,-70,1019,237,318,907,121,-126,904,38,2
26889,420156,-202,1147,178,409,916,-50,135,923,97,1
27472,429265,-171,1039,277,200,1027,181,145,1123,106,1
92651,1447687,-101,1000,227,227,953,111,-58,961,-58,2
26716,417453,343,500,267,-427,722,60,165,952,126,1
94216,1472140,484,882,316,836,425,141,572,742,-106,0
83669,1307343,-333,1343,99,490,888,-20,126,914,77,2
42268,660453,-1414,2607,-574,590,1444,303,194,1000,-116,1
41391,646750,-111,1019,168,236,944,-10,-67,1009,9,1
34990,546734,-151,960,178,218,944,0,-58,990,-19,2
19065,297906,30,990,376,800,472,161,184,885,417,0
36937,577156,-1242,1313,118,627,907,-50,58,1009,87,2
78544,1227265,-101,1019,227,209,935,70,-19,1019,29,1
21349,333593,-202,980,316,318,907,50,126,990,-67,0
41608,650140,-80,1029,188,118,953,222,29,1019,-29,1
56683,885687,636,588,554,754,500,292,242,809,553,1
53931,842687,-40,882,554,681,527,424,194,838,524,1
92086,1438859,-202,980,99,90,990,0,-38,980,-77,2
77903,1217250,-101,1029,188,200,962,60,0,1019,38,1
61399,959375,626,588,564,745,481,343,281,790,572,0
84427,1319187,-1515,1480,-227,1045,1120,-747,-223,1104,-252,1
38557,602468,90,1058,316,354,935,-10,19,1000,-48,1
17964,280703,40,980,356,781,490,141,165,904,427,0
38464,601015,-90,950,534,0,1000,141,-155,1028,-87,1
36472,569890,-111,1029,148,63,1018,0,-9,1171,-97,1
14864,232265,-50,950,425,772,518,191,184,895,436,0
68232,1066140,666,598,524,763,500,282,271,780,582,1
44318,692484,-131,921,435,672,592,343,233,809,563,1
42446,663234,30,1029,89,136,1000,-171,-38,1028,-67,1
6668,104203,202,882,544,790,416,292,-990,-19,97,0
96433,1506781,191,88,-1039,-9,138,-1070,-262,600,-747,0
90928,1420765,-212,1039,168,154,972,60,-67,990,-145,2
100171,1565187,60,29,-950,45,46,-969,349,-95,-951,0
5964,93203,191,872,524,790,416,282,-1009,-466,514,0
39245,613218,60,676,79,-763,824,-252,-126,695,446,2
50189,784218,-161,1088,178,281,962,-80,-155,933,-116,2
29714,464296,10,1029,59,245,944,-151,504,733,398,1
50952,796140,-40,882,554,681,546,404,203,838,543,1
92028,1437953,-242,1000,148,90,972,-20,-67,980,-135,2
66287,1035750,626,607,574,736,500,313,291,800,553,1
35187,549812,-212,794,-108,-563,1037,131,58,1104,-155,2
10422,162859,-232,872,465,636,740,292,38,1295,-48,0
13595,212437,-60,950,405,763,518,191,194,885,446,0
51411,803312,-40,882,544,681,527,414,194,828,533,1
86848,1357015,-141,1029,277,81,1018,141,-97,1066,-126,2
25466,397921,-565,931,435,400,888,212,427,971,184,1
1939,30312,-60,186,-940,-27,27,-989,-194,-295,-922,0
28053,438343,-60,1019,188,263,953,101,67,885,407,1
94558,1477484,494,872,287,627,583,-60,-106,1266,271,0
27897,435906,-191,960,306,-536,629,-20,165,857,291,2
74885,1170093,-70,764,722,609,546,494,339,752,582,1
64345,1005406,636,588,584,745,500,343,281,809,553,1
15120,236265,-50,941,425,763,518,212,184,904,436,0
61416,959640,626,588,584,727,500,313,271,800,553,0
17967,280750,30,970,376,790,500,141,165,923,407,0
19945,311656,40,970,336,800,481,171,165,904,446,0
60069,938593,636,588,603,745,509,313,271,800,572,0
52902,826609,-50,892,564,672,537,404,203,847,543,1
18379,287187,40,960,366,790,490,141,174,895,456,0
80058,1250921,-70,990,247,245,953,90,-291,961,-48,1
68827,1075437,676,588,534,754,500,303,271,790,563,1
21033,328656,-80,1049,138,318,925,-40,9,961,-242,0
73831,1153625,-70,774,712,609,546,505,310,780,563,1
24921,389406,-70,1058,762,390,1240,232,-223,1066,-48,1
76478,1194984,-222,911,455,-200,814,-40,9,1019,67,1
32201,503156,-262,1117,39,-663,759,50,97,895,-9,1
65098,1017171,626,598,584,745,500,343,281,800,572,1
15834,247421,-10,1029,504,818,546,151,184,904,446,0
13781,215343,-50,950,435,772,509,191,194,885,436,0
95604,1493828,-333,362,-831,690,-101,515,-854,457,145,0
91141,1424093,101,921,841,572,805,-50,-310,1190,-262,2
5234,81796,191,892,534,800,425,282,-776,-152,-621,0
97356,1521203,70,29,-950,54,64,-979,339,-133,-912,0
33704,526640,-121,1029,247,300,916,90,-378,952,-29,2
12034,188046,-40,960,415,763,518,191,155,914,427,0
4439,69375,212,892,504,754,425,353,-320,95,961,0
77177,1205906,20,990,207,227,907,50,77,1047,0,1
11236,175578,-40,950,415,781,518,191,165,923,427,0
8610,134546,222,862,514,800,435,252,728,-142,-495,0
43050,672671,-141,931,475,672,592,333,155,914,417,1
82738,1292796,-50,1029,188,154,944,131,-67,971,-77,1
94709,1479843,515,882,386,18,18,-969,-844,180,0,0
1658,25921,-474,196,841,-27,18,-969,-165,-304,-932,0
37539,586562,-191,1058,257,309,972,10,-106,1038,-116,2
88238,1378734,-171,1019,188,145,1000,181,-38,1076,-29,2
913,14281,80,19,-960,-18,18,-969,-165,-304,-902,0
43625,681656,-131,950,435,681,592,333,203,819,592,1
10079,157500,-90,1029,148,200,981,-20,19,1019,-97,0
70407,1100125,666,607,524,763,500,292,291,790,582,1
2780,43453,70,49,-970,-9,27,-979,-165,-304,-912,0
39211,612687,-20,1715,544,772,1018,242,-320,809,9,2
70226,1097296,686,598,534,772,490,303,281,771,601,1
27775,434000,-1808,1882,-1019,1409,1064,-424,330,704,446,2
47183,737250,-272,1009,0,81,972,-131,-135,990,-126,1
83982,1312234,181,588,257,-481,722,70,106,952,-19,1
92784,1449765,-111,1009,227,172,1000,111,-77,1076,-77,2
24484,382578,-232,1284,198,-345,685,-131,29,933,97,1
18550,289859,40,980,346,781,490,161,174,895,436,0
70583,1102875,666,598,534,745,509,303,271,771,601,1
6837,106843,202,882,514,790,425,282,-1135,219,262,0
90504,1414140,-151,1147,336,72,944,80,-67,866,0,1
71919,1123750,666,598,544,763,490,272,281,780,582,1
6664,104140,191,882,514,800,416,272,-961,47,-67,0
33472,523015,-696,1303,643,227,1027,111,106,885,-38,2
3723,58187,-111,-235,-782,736,-250,-484,-941,390,48,0
27870,435484,-202,1049,267,263,898,161,233,704,330,2
82963,1296312,323,500,267,-345,703,-60,48,961,-38,1
98828,1544203,70,29,-940,54,46,-989,330,-133,-912,0
47848,747640,-161,1019,108,127,972,-10,-349,847,-427,1
71976,1124640,666,588,534,763,490,282,281,771,592,1
85742,1339734,-272,960,108,81,953,30,-29,1038,-233,1
46877,732468,-242,882,247,-109,879,-40,-38,1028,-48,2
99402,1553171,40,39,-940,36,55,-979,339,-133,-883,0
22022,344109,505,2019,485,909,1324,-131,-271,1152,-165,1
14540,227203,-50,950,435,772,518,202,174,904,417,0
7641,119406,191,892,514,790,425,292,-1058,285,407,0
51271,801125,-30,882,574,681,546,393,213,828,524,1
92,1453,80,39,-950,0,0,0,0,0,0,0
28219,440937,-747,1941,108,254,861,30,368,752,388,1
17753,277406,20,1009,336,800,472,161,165,904,436,0
54006,843859,-30,862,584,672,537,393,213,857,514,1
39436,616203,-131,1039,128,172,953,-70,-19,1047,-38,1
33445,522593,10,1009,198,236,990,10,-203,1028,-97,2
4953,77406,202,882,495,800,425,292,-689,628,-58,0
69779,1090312,676,588,534,763,490,262,271,780,601,1
84993,1328031,-484,1254,227,-372,759,-40,106,933,48,1
95980,1499703,-363,500,-762,790,64,494,-873,457,67,0
47845,747593,-161,1019,108,145,990,-30,-359,866,-427,1
23005,359468,-101,1098,188,381,888,90,67,923,135,1
33303,520375,-111,1088,217,118,916,-60,-67,942,87,2
62521,976906,626,588,584,718,509,333,281,809,572,0
36661,572843,-616,186,485,-927,564,303,-126,1057,58,2
82133,1283343,-303,1058,158,127,1000,70,-203,1038,-87,1
51267,801062,-30,872,554,663,546,393,203,838,543,1
1558,24359,20,176,-940,-9,27,-969,-184,-295,-912,0
82875,1294937,-222,1049,207,227,944,111,-58,857,-38,1
84657,1322781,-252,1098,158,245,935,80,19,876,77,1
82958,1296234,535,117,386,-227,1175,171,67,1247,-48,1
43648,682015,-121,941,445,672,601,333,203,819,563,1
43240,675640,-121,931,425,690,574,323,194,819,563,1
44346,692921,-131,941,455,663,592,353,213,828,572,1
84941,1327218,-90,1019,316,245,935,131,-184,942,-106,1
44576,696515,-141,950,435,654,601,373,213,819,572,1
32389,506093,-131,1029,178,118,972,30,-106,933,-77,1
1848,28890,-30,205,-990,-9,18,-979,-155,-314,-912,0
17120,267515,121,1000,376,836,462,90,184,904,436,0
57254,894609,646,598,554,754,490,303,252,819,533,1
39036,609953,-2595,1872,-386,1545,1879,-393,-252,1133,-213,2
96494,1507734,-40,49,-980,45,55,-969,-563,857,-631,0
61381,959093,636,578,564,745,500,313,271,800,553,0
3227,50437,80,49,-336,-27,27,-989,-262,-323,-893,0
865,13531,80,49,-970,-18,37,-979,-184,-295,-941,0
30564,477578,-161,1039,89,163,972,-60,-310,1047,-29,1
19668,307328,40,970,366,800,490,161,174,904,436,0
15419,240937,-50,950,415,772,518,202,184,904,446,0
46465,726031,272,1921,168,1081,1194,-60,-359,1123,9,2
6645,103843,191,882,524,790,425,272,-1019,-28,58,0
65623,1025375,616,578,574,736,500,313,291,790,563,1
73923,1155062,-60,764,722,600,555,494,320,780,572,1
59958,936859,636,588,564,754,490,333,262,809,572,0
30337,474031,-131,1029,128,136,990,-60,-495,819,-203,1
100228,1566078,60,19,-950,45,55,-979,349,-114,-922,0
58029,906718,636,588,564,754,490,303,271,809,543,0
14948,233578,-40,950,425,772,527,181,203,876,436,0
