,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
16696,260890,111,1019,178,-100,981,161,262,961,-223,0
16313,254906,101,1019,158,-81,972,141,242,952,-213,0
16904,264140,30,1264,168,-490,1037,101,58,1057,-38,0
40894,638984,70,39,-960,81,64,-969,310,238,-912,0
6575,102750,10,1000,267,-100,944,282,262,657,9,0
34438,538109,161,1117,326,-263,1083,121,-58,990,-126,1
4854,75859,40,960,118,127,-27,-969,-436,-257,-834,0
18952,296140,121,990,356,-72,935,313,145,971,-252,1
3027,47312,-414,-58,-475,-154,-92,-858,-48,114,-970,0
142,2234,141,98,-950,0,27,-979,0,0,0,0
33107,517312,90,980,405,227,1453,232,320,1523,-106,1
30901,482843,20,921,118,36,824,-40,456,780,-262,1
25228,394203,111,990,326,-9,953,282,281,952,-135,0
17913,279906,101,1009,297,-18,944,292,310,942,-126,0
5906,92296,-101,980,138,-127,981,10,349,1085,-67,0
5416,84640,-60,1029,128,-90,953,80,-436,-266,-844,0
10827,169187,70,1000,267,-27,981,242,300,923,-203,0
11563,180687,80,1019,207,-9,981,202,320,904,-203,0
26247,410125,-636,529,356,54,1361,787,155,1466,-291,1
29210,456421,101,1000,257,-36,907,343,281,952,-135,1
16931,264562,333,1372,277,418,416,70,87,723,-174,0
41017,640906,90,29,-960,90,55,-969,300,219,-893,0
6269,97968,-20,1058,158,-127,972,181,300,923,-281,0
15303,239125,90,1009,168,-100,972,161,223,952,-291,0
40698,635921,90,39,-960,90,55,-979,310,247,-893,0
2725,42593,101,39,-970,-18,37,-979,-58,114,-980,0
14598,228109,90,990,267,-136,935,252,223,952,-233,0
15936,249015,131,1019,227,-81,981,202,262,942,-174,0
14794,231171,60,1029,217,-109,981,181,223,942,-291,0
4082,63796,-20,1127,99,127,-18,-969,-427,-257,-844,0
14767,230750,70,1019,178,-100,962,171,213,952,-291,0
12653,197718,50,1049,-9,36,990,-40,271,980,-126,0
7175,112125,80,1000,277,-54,935,292,271,952,-213,0
5001,78156,-80,1019,148,418,120,-808,-446,-257,-825,0
26980,421578,252,960,128,390,1138,969,233,885,-310,1
40429,631718,80,39,-970,81,55,-969,300,238,-893,0
38927,608250,70,990,326,-127,-55,-707,388,152,-902,0
14662,229109,5131,4725,-1950,200,2287,-4616,38,1047,-834,0
18443,288187,121,970,356,-63,944,313,135,971,-262,1
37237,581843,111,1088,-425,45,972,-202,174,990,-106,1
30115,470562,40,1019,277,-18,972,282,233,971,-155,1
34196,534328,111,1607,564,18,1250,767,-87,1485,-106,1
23400,365640,212,1196,376,627,462,171,174,819,-155,1
7288,113890,101,990,306,-36,944,323,262,971,-213,0
30920,483140,-80,1000,267,-109,981,131,436,847,-281,1
11935,186500,232,1009,237,-190,740,70,87,942,-330,0
9416,147140,90,990,306,-63,944,292,281,952,-174,0
32490,507671,2252,1352,-485,1463,1620,-1050,281,1914,-912,1
43865,685406,60,39,-950,118,46,-959,135,514,-825,0
34963,546312,-30,1274,108,-409,1138,-20,38,1133,-67,1
30411,475187,141,1009,277,-45,935,292,233,980,-126,1
14811,231437,60,1009,217,-127,962,191,213,933,-262,0
29357,458718,-50,862,376,100,648,171,106,857,-349,1
42643,666312,272,49,-930,118,46,-969,126,523,-844,0
2771,43312,90,49,-950,-9,37,-989,-67,104,-961,0
29274,457421,30,1009,257,-109,972,272,271,1009,-38,1
16337,255281,121,1029,198,-81,972,181,242,961,-203,0
21115,329937,272,1343,702,318,564,-202,19,828,-126,1
42409,662656,-101,78,-980,118,46,-959,135,504,-825,0
9787,152937,-30,1098,168,-190,972,303,436,923,29,0
35950,561734,-60,1029,336,-109,1083,121,417,904,-300,1
41832,653640,70,29,-970,81,55,-989,116,533,-834,0
18545,289781,111,970,326,-81,953,282,106,990,-271,1
