,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
53789,840468,131,1107,198,1054,1027,444,9,1114,-233,2
32036,500578,-313,980,118,-945,222,10,-135,971,184,0
32407,506375,-292,990,138,-936,222,30,-135,990,174,0
89791,1403000,111,1009,128,-136,981,111,97,1009,-48,1
116106,1814171,313,401,-1217,463,-296,-1040,-77,28,1194,0
49982,780984,40,1039,49,-145,981,80,116,1009,0,1
65421,1022218,111,990,237,-472,879,222,29,961,-38,1
117695,1839000,737,-245,-524,-36,18,-1000,631,-66,786,0
69118,1079984,-70,1039,59,-863,444,-60,-67,1019,19,1
35477,554343,-232,1000,148,-945,212,-10,-165,980,165,0
102048,1594515,-101,754,178,100,935,171,58,980,-67,2
71370,1115171,30,1039,217,-872,462,20,-58,1009,29,1
91106,1423546,111,1019,217,-190,972,181,194,971,38,1
85090,1329546,121,1019,207,-290,861,131,262,847,19,1
24752,386765,-363,970,69,-945,240,-10,-106,1009,145,0
54237,847468,101,1039,178,-218,1000,50,174,1047,165,2
89191,1393625,141,1029,207,-72,1000,151,145,1019,19,1
79273,1238656,242,1107,148,327,1120,252,106,1095,-145,1
67585,1056031,50,1049,89,-209,981,90,155,1000,9,1
49335,770875,50,1019,69,-154,981,40,97,1009,-19,1
32413,506468,-303,970,128,-945,231,10,-145,1009,165,0
82293,1285843,50,1029,217,-327,888,191,233,990,48,1
58330,911421,151,1029,158,-172,990,80,203,971,-19,2
71571,1118312,-30,1019,207,-872,444,-30,-67,1009,29,1
12432,194265,-40,1019,227,-245,907,262,87,971,0,0
26167,408875,-383,960,79,-945,222,30,-97,990,223,0
99301,1551593,101,1039,99,-236,953,20,174,1009,-38,2
90228,1409828,90,1029,217,-118,981,161,135,1000,19,1
2943,46000,101,39,-990,-27,27,-979,-533,295,-728,0
68703,1073500,202,980,148,-318,972,80,213,1019,67,1
20891,326437,40,1029,108,-181,962,111,48,1009,-48,0
109530,1711421,-636,1872,69,-281,564,191,466,1104,87,1
8486,132609,70,1343,79,-145,-212,-939,-524,133,-815,0
94235,1472437,70,1058,227,-209,981,121,262,990,0,1
43591,681125,-353,1382,-316,18,861,20,388,1180,29,1
35555,555562,-252,990,118,-954,231,-10,-174,990,203,0
16060,250953,60,1019,217,-118,944,252,106,961,77,0
44445,694468,-323,529,19,209,907,292,126,933,-48,1
31090,485796,-323,980,128,-945,231,-10,-126,1000,184,0
35373,552718,-252,1000,128,-945,222,-20,-184,1000,213,0
47407,740750,252,1303,69,100,731,272,38,895,-9,1
84668,1322953,70,1049,207,-245,962,232,271,933,19,1
13394,209296,-10,1019,128,-109,981,171,19,1028,-19,0
91395,1428062,111,1000,247,-127,953,212,58,990,19,1
66904,1045390,70,1019,178,-154,972,181,184,1009,58,1
