,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
29395,459312,-40,970,386,181,944,262,-67,1000,38,0
13791,215500,60,49,-960,-27,27,-989,116,47,-980,0
140034,2188046,-212,970,396,-27,972,232,-77,1028,-29,1
122807,1918875,-101,1490,69,0,1175,10,-116,1047,-29,2
39012,609578,494,1245,514,-1000,1092,-151,-184,1219,330,0
101641,1588156,-353,911,495,-27,907,494,145,809,135,1
5559,86875,80,39,-970,-36,27,-979,126,57,-970,0
107439,1678750,-10,1882,524,790,1425,-20,-281,1314,233,1
86666,1354171,-313,833,524,772,333,404,184,876,495,1
77697,1214031,-303,960,485,481,870,555,-135,1104,155,1
82776,1293390,-303,833,544,781,324,444,184,857,553,1
89257,1394656,-272,970,207,-63,1000,101,-97,1076,-67,1
125972,1968328,0,990,316,854,250,262,135,1009,184,1
103653,1619593,-2888,705,633,445,1212,-80,-145,895,38,1
130512,2039265,-151,990,287,127,962,111,-38,1028,48,1
78567,1227625,-4292,872,-653,-145,861,212,-87,1009,0,1
102533,1602093,-20,500,316,-163,990,131,116,1161,58,1
7215,112750,60,68,-960,-36,37,-969,126,57,-990,0
128062,2000984,-10,970,336,863,240,242,135,961,291,1
61878,966859,-70,960,356,-100,972,212,-77,1038,19,1
72886,1138859,-262,1264,465,372,981,383,-29,1133,-77,1
10458,163421,60,49,-960,-18,27,-979,116,47,-990,0
4617,72156,60,49,-980,-27,27,-979,116,47,-970,0
25063,391625,616,676,405,845,518,-161,-9,9,-970,0
22291,348312,-10,411,-891,0,83,-959,-9,9,-951,0
29901,467218,-111,950,346,-63,944,202,-165,1019,126,0
131369,2052656,-30,1313,-118,181,972,424,-291,904,-106,1
43083,673187,-80,980,326,-127,962,212,-19,1009,0,0
110588,1727953,-70,1058,287,136,1037,141,-58,1009,29,2
146463,2288500,60,19,-970,-9,9,-979,145,876,553,0
87651,1369562,-464,705,633,-236,768,595,174,857,-184,2
95134,1486484,-111,921,425,-227,925,252,-48,1028,29,1
71086,1110734,-161,1019,415,318,972,212,-58,828,-38,1
69382,1084109,-212,950,316,-290,935,242,-48,990,126,0
124825,1950406,20,970,366,872,203,323,155,980,165,1
93406,1459484,-242,1009,257,-63,1018,131,-9,1057,-38,1
21972,343328,171,411,-910,-9,83,-979,-19,9,-990,0
40480,632515,-30,960,376,-136,944,181,-87,1000,-19,0
15633,244281,70,49,-970,-18,27,-989,135,38,-1000,0
35955,561812,0,931,425,-127,935,282,-145,1019,38,0
87314,1364296,-202,1009,247,154,1000,70,-19,1076,58,1
28158,439984,-141,1000,326,-90,953,262,-67,-809,660,0
135135,2111500,292,1362,435,818,1037,-303,-155,600,38,1
45985,718531,-121,980,297,72,935,202,9,990,29,0
50286,785734,-121,1019,326,-190,981,232,-19,1028,19,1
28827,450437,-80,950,346,36,944,252,-330,-533,184,0
111418,1740921,-141,1058,336,-136,1064,212,-38,1095,38,1
11763,183812,50,39,-970,-18,27,-979,135,57,-980,0
81326,1270734,-313,833,544,772,324,424,174,866,504,1
117848,1841390,-323,1058,306,181,953,101,-174,866,67,1
34641,541281,-191,960,336,-209,944,303,-58,1000,0,0
