,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
47929,748906,161,1019,346,-281,944,272,97,980,-77,2
98006,1531359,-50,1088,316,-854,537,60,-572,828,126,0
107669,1682343,-141,960,405,-872,462,101,-592,838,165,0
63102,985984,-121,980,356,-836,379,252,-67,971,0,0
25783,402875,-252,950,267,-918,342,232,-87,1009,29,0
110750,1730484,-191,960,326,-890,435,80,-621,809,97,0
69192,1081140,1030,1068,405,-272,879,101,-135,914,-145,1
61913,967406,-222,970,366,-927,277,101,-533,876,48,0
87500,1367203,131,705,356,318,805,262,-145,1019,-252,1
81653,1275843,20,960,316,-372,935,181,38,1019,-223,0
84367,1318250,90,970,326,-236,925,252,-38,971,-213,1
118610,1853296,232,1088,306,-227,1046,191,-9,1180,-174,2
71681,1120031,111,1029,217,-254,962,191,-29,1038,-223,2
104643,1635062,-151,990,366,-881,472,111,-601,809,126,0
123670,1932359,10,1029,128,-818,490,-50,-495,914,-126,0
102319,1598750,0,1049,287,-909,490,141,-601,828,106,0
41586,649796,70,1000,326,-281,907,303,-106,990,-145,1
21743,339750,-484,470,-623,736,92,-636,980,152,126,0
86252,1347703,20,1000,316,-327,944,212,0,990,-165,1
117165,1830718,90,1000,306,-336,907,161,67,961,-77,1
65245,1019468,262,980,287,-118,981,262,19,1142,-87,2
65898,1029671,1393,666,257,872,898,121,58,1009,-145,2
135412,2115828,40,49,1019,-9,64,-979,-776,-561,-281,0
128299,2004687,-454,58,-455,136,-83,-818,621,9,-320,0
74956,1171203,40,1000,336,-881,444,171,-378,1000,-87,0
131471,2054250,10,39,-970,-27,46,-969,-873,-190,-456,0
121389,1896718,-171,558,108,163,1046,272,-97,923,-291,1
57182,893484,-181,1000,316,-954,250,101,-475,895,87,0
85574,1337109,40,1009,336,-309,935,212,97,990,-174,1
131775,2059000,0,58,-950,-27,64,-989,-864,-180,-446,0
37235,581812,121,990,287,-227,944,212,184,1000,-67,0
127798,1996859,535,568,485,372,64,-848,844,-9,-359,0
79861,1247843,80,941,366,-763,564,191,-213,1000,-38,0
75009,1172031,-10,970,306,-845,407,202,-398,942,-116,0
76910,1201734,-141,960,415,-909,398,191,-456,923,0,0
120597,1884343,191,1019,386,-218,1138,131,-38,914,-271,2
57316,895578,-181,950,396,-927,324,60,-436,914,9,0
45450,710171,131,1029,336,-318,907,333,48,1057,-38,1
54713,854906,131,911,485,-790,425,353,-126,1009,-19,0
57198,893734,-181,970,297,-927,259,111,-495,904,67,0
95520,1492515,30,1029,267,-872,453,70,-543,847,38,0
7980,124703,454,-58,-851,-372,148,-909,970,161,77,0
11423,178500,414,-147,-871,90,157,-979,932,200,126,0
43138,674046,80,1000,326,-190,944,252,135,971,-116,1
7253,113343,494,-29,-841,-381,157,-898,990,123,106,0
39552,618015,70,980,326,-281,907,262,106,1009,-97,0
25800,403140,-252,990,267,-881,324,222,-135,1009,-9,0
47439,741250,202,1000,287,-190,972,212,106,1009,-116,2
86828,1356703,111,950,356,-363,879,252,38,942,-126,1
129262,2019734,10,58,-960,-9,46,-979,-864,-161,-436,0
93797,1465593,161,970,306,-236,916,262,-97,914,-213,1
98168,1533890,0,970,297,-772,453,161,-601,838,126,0
84510,1320484,60,1000,297,-236,935,161,48,1028,-184,1
19731,308312,424,235,-841,563,-240,-727,941,-219,97,0
14640,228765,323,235,-841,563,-92,-676,932,-76,165,0
5659,88437,575,49,-821,-590,-74,-818,1009,123,9,0
14751,230500,373,166,-861,509,-83,-727,864,-85,116,0
131120,2048765,10,78,-970,-9,55,-969,-864,-190,-466,0
104634,1634921,-222,990,217,-836,444,121,-611,800,145,0
107842,1685046,-121,892,346,-781,425,70,-611,800,184,0
55869,872968,-202,1009,267,-918,296,70,-417,904,9,0
91957,1436843,212,1000,376,-218,944,353,-213,1009,-213,1
99419,1553437,40,901,297,-718,407,101,-621,828,135,0
124929,1952031,-131,1029,277,-863,509,0,310,1009,-310,0
120109,1876718,191,960,326,-200,981,272,-29,1047,-271,2
107627,1681687,-80,970,415,-827,425,131,-611,828,174,0
69735,1089625,111,990,356,-109,1074,242,9,1123,-184,2
96724,1511328,0,950,287,-736,407,121,-553,866,135,0
87686,1370109,151,1000,356,-218,953,252,116,952,-126,2
69436,1084953,292,970,306,136,1000,242,-48,1076,-213,2
19677,307468,414,235,-891,554,-222,-737,961,-209,87,0
4082,63796,555,-88,-772,-409,-27,-868,135,476,-854,0
84243,1316312,80,990,346,-236,925,222,184,961,-194,1
84364,1318203,90,1000,267,-218,935,141,-106,1057,-233,1
78921,1233156,80,960,386,-863,416,141,-427,933,58,0
8481,132531,474,-19,-861,690,157,-737,990,104,87,0
40048,625765,90,980,326,-254,916,272,38,990,-126,1
47034,734921,303,960,267,-127,953,222,77,1000,-135,2
30719,480000,-757,647,-1217,-927,314,212,-300,990,165,0
116210,1815796,161,1029,326,-290,1074,161,106,1114,-281,2
24918,389359,-333,921,207,-954,259,202,29,409,825,0
119231,1863000,242,1039,356,-190,916,333,-87,1028,-165,2
128500,2007828,-10,39,-930,145,46,-939,902,57,-320,0
97162,1518171,-111,1019,287,-836,481,141,-592,847,145,0
111475,1741812,-10,950,366,-809,574,181,0,990,-97,0
125567,1962000,-141,1156,198,-763,509,-10,-77,419,436,0
104302,1629734,-70,960,386,-845,444,161,-611,800,174,0
