,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
28038,438109,-292,1764,188,-654,1462,494,-106,1561,-126,1
81573,1274593,-252,1000,326,72,935,151,-165,876,106,0
82528,1289515,-323,872,495,727,435,444,106,904,475,0
71813,1122093,151,1215,-336,63,1148,191,-9,1047,-145,1
70370,1099546,-919,1088,722,-1609,1064,262,-155,1104,-165,1
15915,248687,-30,1009,297,90,944,70,-281,923,48,1
23703,370375,-1121,794,712,-990,1018,-242,-145,904,242,2
28859,450937,-131,1009,227,-72,1000,70,-116,1009,97,1
12128,189515,-333,1029,188,336,833,10,106,1009,223,1
16487,257625,-60,1039,247,281,1018,181,-368,923,145,1
9651,150812,-131,1000,227,0,981,60,-116,990,67,0
22854,357109,-252,970,376,-227,1018,303,-116,961,87,1
46136,720890,-616,715,455,700,527,414,242,961,233,1
57171,893312,-575,784,415,745,527,242,-38,990,300,1
29134,455234,-141,1009,227,-63,990,60,-116,1009,58,1
1540,24078,-40,117,990,754,490,292,97,38,-990,0
77267,1207312,-262,852,544,781,268,454,-58,933,378,0
71226,1112921,-2242,1421,-445,-18,1138,-242,-223,914,223,1
35867,560437,-202,1009,326,-36,1000,161,-174,1066,155,2
56263,879125,-575,774,425,754,527,232,-19,980,271,1
39577,618406,-202,980,346,-36,972,161,-48,914,145,1
51601,806281,-494,1264,118,654,740,-141,184,933,48,1
47327,739500,-616,705,435,690,509,404,223,942,271,1
45100,704703,20,1127,465,-727,1416,242,-77,1190,29,1
62713,979906,232,313,356,-181,1231,-121,-67,1333,-19,1
36598,571859,20,568,99,-436,638,60,-126,752,38,1
57918,904984,-565,774,405,745,537,242,-29,971,320,1
38187,596687,-121,1000,178,-327,972,141,0,1142,-48,2
31206,487609,-171,1127,267,154,944,272,-320,990,194,2
1196,18703,90,78,1019,763,481,313,97,38,-961,0
26821,419093,-252,235,524,-581,990,252,-106,1533,-97,2
58519,914375,-555,745,415,754,527,252,-29,971,300,1
81788,1277953,-2010,1852,346,1972,1175,262,0,1171,-145,0
28434,444296,-141,1009,217,-63,990,80,-116,1009,87,1
4710,73609,-40,1019,316,145,953,60,19,971,87,0
43860,685328,-535,774,455,663,518,454,155,876,466,1
3157,49343,-60,1303,405,36,990,80,126,800,-271,0
2733,42718,-363,754,613,790,425,323,-533,-400,-524,0
40277,629343,-111,1019,227,-45,981,50,-106,1019,38,1
46590,727984,-616,705,435,700,509,393,233,961,252,1
39149,611718,818,333,128,-445,703,-60,-145,819,77,1
14117,220593,717,2862,445,890,1824,141,-223,1304,77,1
65130,1017671,90,1421,267,536,851,262,-262,819,203,2
88345,1380406,80,-176,-950,81,55,-959,87,0,-970,0
89338,1395921,70,49,-950,81,64,-1000,87,0,-980,0
54756,855578,-454,862,396,763,509,222,155,942,378,1
34938,545921,-252,833,415,63,861,171,-9,961,106,2
56204,878203,-555,764,435,754,537,262,-9,980,291,1
77398,1209359,-262,862,554,772,287,454,-58,942,378,0
84337,1317781,-191,764,841,72,46,-979,252,942,339,0
39453,616468,-191,1205,306,254,1055,0,-58,1019,67,1
33138,517796,-151,1029,267,190,944,101,-116,866,135,1
17509,273593,90,460,168,-654,268,-191,-184,514,77,1
5727,89500,-30,1039,217,118,990,40,-97,990,97,0
43675,682437,-525,754,485,681,509,454,174,885,466,1
58217,909656,-565,754,415,736,537,252,-19,980,310,1
74868,1169828,-232,843,544,781,268,464,-48,980,330,1
6556,102453,-60,1029,168,63,981,30,-87,1019,97,0
24345,380406,-232,1098,346,254,1009,171,-116,847,262,2
22749,355468,-252,1284,336,236,1074,141,-262,1028,330,1
75590,1181109,-252,872,534,790,268,454,-48,961,368,1
32405,506343,-191,1029,227,-263,1009,323,-48,838,213,2
30803,481312,1030,519,227,-545,1129,313,-29,1190,29,2
53225,831656,-505,794,386,745,500,303,174,952,300,1
41951,655500,-494,1333,9,200,972,161,19,1009,58,1
3254,50859,-30,1000,227,54,990,50,-48,1000,-19,0
44225,691031,-10,1029,445,654,879,171,-213,790,291,1
45373,708968,-343,1264,29,163,1148,50,-388,1390,9,1
64190,1002984,121,1627,514,627,1333,-60,-242,1085,0,1
83386,1302921,-252,882,445,763,361,202,310,904,330,0
11642,181921,-434,764,158,-63,916,-10,67,923,77,0
23708,370453,-70,2225,405,1490,2037,313,-29,1180,-262,2
57780,902828,-555,754,415,754,527,262,-29,971,291,1
38248,597640,-202,1088,138,-200,953,20,-281,942,-38,2
4069,63593,-30,1019,267,9,990,101,-155,1000,67,0
70436,1100578,-30,1039,257,72,1009,171,-300,952,126,1
71904,1123515,-131,1029,316,9,1000,80,-203,990,58,1
78930,1233296,-242,862,564,790,268,464,-77,933,407,0
33683,526312,-222,980,376,9,953,292,-203,780,213,2
17399,271875,-1232,2480,49,-390,490,-191,29,752,145,1
37183,581000,-131,1166,247,245,1046,50,-145,1019,-19,2
8416,131515,-101,950,336,281,1000,232,67,1190,-29,0
64553,1008656,-161,1000,257,263,935,90,-349,933,0,1
61171,955812,-565,764,425,754,527,282,-29,971,300,1
11731,183312,-131,1000,227,-36,972,80,-165,990,19,0
46597,728093,-606,705,435,700,527,393,223,952,242,1
30566,477609,656,764,-99,-145,629,151,-106,685,106,1
17457,272781,-1626,2313,49,-18,787,-404,145,1000,184,1
23829,372343,-454,1117,-108,181,805,-10,58,857,116,2
31043,485062,-10,1117,99,245,1046,90,-252,1133,-38,2
43254,675859,-525,774,485,672,518,454,155,895,485,1
41188,643578,-80,1029,207,0,990,50,-106,1028,0,1
56427,881687,-575,764,415,745,527,242,-19,990,281,1
29264,457265,-141,1000,217,-54,972,80,-126,1019,97,1
4954,77421,131,1098,277,472,935,60,-38,761,252,0
34418,537796,131,1186,59,-1063,990,80,77,1219,29,2
24620,384703,-141,1117,435,0,962,232,-339,876,145,2
69281,1082531,-131,970,247,163,1064,-20,-126,980,-48,1
317,4968,50,29,-950,763,481,303,0,0,0,0
13033,203656,-2494,1284,207,572,1564,404,-135,1542,-19,1
84972,1327703,50,39,-980,72,64,-969,330,961,330,0
10759,168125,-131,1019,237,-18,990,90,-135,1009,29,0
11781,184093,-111,1019,257,9,972,70,-145,1019,48,0
18874,294921,-60,1147,326,554,972,90,-67,542,368,1
